sector,indicator,country,year,variable,value,unit
Industry Steel,Steel Activity: production per capita,CH,2013,historic,0.188682084,t product / cap
Industry Steel,Steel Activity: production per capita,CH,2014,historic,0.179746483,t product / cap
Industry Steel,Steel Activity: production per capita,CH,2015,historic,0.177779921,t product / cap
Industry Steel,Steel Activity: production per capita,CH,2016,historic,0.178999386,t product / cap
Industry Steel,Steel Activity: production per capita,CH,2017,historic,0.17147985,t product / cap
Industry Steel,Steel Activity: production per capita,CH,2018,historic,0,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1990,historic,0.175124106,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1991,historic,0.171369418,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1992,historic,0.185528165,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1993,historic,0.203322622,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1994,historic,0.219302954,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1995,historic,0.225402613,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1996,historic,0.229270406,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1997,historic,0.239761211,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1998,historic,0.230622448,t product / cap
Industry Steel,Steel Activity: production per capita,TR,1999,historic,0.229789664,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2000,historic,0.22651311,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2001,historic,0.233370518,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2002,historic,0.25277552,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2003,historic,0.276872834,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2004,historic,0.305593326,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2005,historic,0.308741723,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2006,historic,0.339097974,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2007,historic,0.370120236,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2008,historic,0.380664817,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2009,historic,0.354784698,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2010,historic,0.402932112,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2011,historic,0.464400079,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2012,historic,0.48069672,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2013,historic,0.456422168,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2014,historic,0.440704,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2015,historic,0.401343667,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2016,historic,0.415432988,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2017,historic,0.462592914,t product / cap
Industry Steel,Steel Activity: production per capita,TR,2018,historic,0.453141755,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1990,historic,0.024611252,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1991,historic,0.023229967,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1992,historic,0.021920307,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1993,historic,0.020707373,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1994,historic,0.019613099,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1995,historic,0.024843795,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1996,historic,0.035445267,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1997,historic,0.033690679,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1998,historic,0.031991878,t product / cap
Industry Steel,Steel Activity: production per capita,AE,1999,historic,0.03034355,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2000,historic,0.028716726,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2001,historic,0.027250275,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2002,historic,0.025871161,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2003,historic,0.024246134,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2004,historic,0.022120794,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2005,historic,0.019615429,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2006,historic,0.016980575,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2007,historic,0.014589458,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2008,historic,0.012694854,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2009,historic,0.025260907,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2010,historic,0.058479614,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2011,historic,0.223544188,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2012,historic,0.263377737,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2013,historic,0.312914489,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2014,historic,0.259408269,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2015,historic,0.324531935,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2016,historic,0.336411359,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2017,historic,0.348815346,t product / cap
Industry Steel,Steel Activity: production per capita,AE,2018,historic,0.337192901,t product / cap
Industry Steel,Steel Activity: production per capita,UA,1992,historic,0.812179641,t product / cap
Industry Steel,Steel Activity: production per capita,UA,1993,historic,0.635454705,t product / cap
Industry Steel,Steel Activity: production per capita,UA,1994,historic,0.470812287,t product / cap
Industry Steel,Steel Activity: production per capita,UA,1995,historic,0.438258177,t product / cap
Industry Steel,Steel Activity: production per capita,UA,1996,historic,0.44151424,t product / cap
Industry Steel,Steel Activity: production per capita,UA,1997,historic,0.510667285,t product / cap
Industry Steel,Steel Activity: production per capita,UA,1998,historic,0.491391127,t product / cap
Industry Steel,Steel Activity: production per capita,UA,1999,historic,0.556983265,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2000,historic,0.650455746,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2001,historic,0.684026183,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2002,historic,0.709670119,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2003,historic,0.776168345,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2004,historic,0.820416281,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2005,historic,0.824064061,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2006,historic,0.877350043,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2007,historic,0.923730189,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2008,historic,0.807626539,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2009,historic,0.649431997,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2010,historic,0.730091856,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2011,historic,0.774487217,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2012,historic,0.725471482,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2013,historic,0.723629481,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2014,historic,0.602273937,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2015,historic,0.511290338,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2016,historic,0.541623684,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2017,historic,0.481420025,t product / cap
Industry Steel,Steel Activity: production per capita,UA,2018,historic,0.477103593,t product / cap
Industry Steel,Steel Activity: production per capita,US,1990,historic,0.35588565,t product / cap
Industry Steel,Steel Activity: production per capita,US,1991,historic,0.313263917,t product / cap
Industry Steel,Steel Activity: production per capita,US,1992,historic,0.328113152,t product / cap
Industry Steel,Steel Activity: production per capita,US,1993,historic,0.342127198,t product / cap
Industry Steel,Steel Activity: production per capita,US,1994,historic,0.347939231,t product / cap
Industry Steel,Steel Activity: production per capita,US,1995,historic,0.358989499,t product / cap
Industry Steel,Steel Activity: production per capita,US,1996,historic,0.356028841,t product / cap
Industry Steel,Steel Activity: production per capita,US,1997,historic,0.362458807,t product / cap
Industry Steel,Steel Activity: production per capita,US,1998,historic,0.358527817,t product / cap
Industry Steel,Steel Activity: production per capita,US,1999,historic,0.349767177,t product / cap
Industry Steel,Steel Activity: production per capita,US,2000,historic,0.361448253,t product / cap
Industry Steel,Steel Activity: production per capita,US,2001,historic,0.31658327,t product / cap
Industry Steel,Steel Activity: production per capita,US,2002,historic,0.318809365,t product / cap
Industry Steel,Steel Activity: production per capita,US,2003,historic,0.323229354,t product / cap
Industry Steel,Steel Activity: production per capita,US,2004,historic,0.340959011,t product / cap
Industry Steel,Steel Activity: production per capita,US,2005,historic,0.321690547,t product / cap
Industry Steel,Steel Activity: production per capita,US,2006,historic,0.329757435,t product / cap
Industry Steel,Steel Activity: production per capita,US,2007,historic,0.32634196,t product / cap
Industry Steel,Steel Activity: production per capita,US,2008,historic,0.30279845,t product / cap
Industry Steel,Steel Activity: production per capita,US,2009,historic,0.193871521,t product / cap
Industry Steel,Steel Activity: production per capita,US,2010,historic,0.260491666,t product / cap
Industry Steel,Steel Activity: production per capita,US,2011,historic,0.277284835,t product / cap
Industry Steel,Steel Activity: production per capita,US,2012,historic,0.282428314,t product / cap
Industry Steel,Steel Activity: production per capita,US,2013,historic,0.274581148,t product / cap
Industry Steel,Steel Activity: production per capita,US,2014,historic,0.276689975,t product / cap
Industry Steel,Steel Activity: production per capita,US,2015,historic,0.24571702,t product / cap
Industry Steel,Steel Activity: production per capita,US,2016,historic,0.242944678,t product / cap
Industry Steel,Steel Activity: production per capita,US,2017,historic,0.251049019,t product / cap
Industry Steel,Steel Activity: production per capita,US,2018,historic,0.264776441,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1990,historic,0.486174106,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1991,historic,0.530488829,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1992,historic,0.496616198,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1993,historic,0.467806484,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1994,historic,0.505202477,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1995,historic,0.518260969,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1996,historic,0.489316369,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1997,historic,0.552916636,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1998,historic,0.541087883,t product / cap
Industry Steel,Steel Activity: production per capita,DE,1999,historic,0.516796139,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2000,historic,0.569719724,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2001,historic,0.550041659,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2002,historic,0.55208878,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2003,historic,0.549035452,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2004,historic,0.5679877,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2005,historic,0.545620986,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2006,historic,0.579633064,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2007,historic,0.597339324,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2008,historic,0.565375289,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2009,historic,0.403837191,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2010,historic,0.542273516,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2011,historic,0.547691555,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2012,historic,0.526858491,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2013,historic,0.525344435,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2014,historic,0.527228873,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2015,historic,0.521788005,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2016,historic,0.511960323,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2017,historic,0.523808231,t product / cap
Industry Steel,Steel Activity: production per capita,DE,2018,historic,0.510496001,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1990,historic,0.335575391,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1991,historic,0.323894539,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1992,historic,0.314486028,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1993,historic,0.298167795,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1994,historic,0.313108149,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1995,historic,0.313138539,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1996,historic,0.30395405,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1997,historic,0.339518658,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1998,historic,0.344362386,t product / cap
Industry Steel,Steel Activity: production per capita,FR,1999,historic,0.344096976,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2000,historic,0.355056052,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2001,historic,0.325729961,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2002,historic,0.338750959,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2003,historic,0.32792271,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2004,historic,0.342190163,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2005,historic,0.318729328,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2006,historic,0.322751612,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2007,historic,0.31113791,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2008,historic,0.287403776,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2009,historic,0.20530081,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2010,historic,0.245128693,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2011,historic,0.249596902,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2012,historic,0.245562248,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2013,historic,0.245492012,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2014,historic,0.251480858,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2015,historic,0.232480823,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2016,historic,0.222871653,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2017,historic,0.239112941,t product / cap
Industry Steel,Steel Activity: production per capita,FR,2018,historic,0.236763102,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1990,historic,0.4464117,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1991,historic,0.439881416,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1992,historic,0.434593875,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1993,historic,0.449686598,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1994,historic,0.457077087,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1995,historic,0.48563686,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1996,historic,0.41899423,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1997,historic,0.45413615,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1998,historic,0.453167946,t product / cap
Industry Steel,Steel Activity: production per capita,IT,1999,historic,0.439109037,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2000,historic,0.47200515,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2001,historic,0.466724068,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2002,historic,0.45583861,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2003,historic,0.470048965,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2004,historic,0.493603295,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2005,historic,0.503589476,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2006,historic,0.540196007,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2007,historic,0.537084201,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2008,historic,0.519155619,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2009,historic,0.335804029,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2010,historic,0.434051911,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2011,historic,0.482215432,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2012,historic,0.455106509,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2013,historic,0.400439528,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2014,historic,0.392559695,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2015,historic,0.363462073,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2016,historic,0.385284175,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2017,historic,0.396672901,t product / cap
Industry Steel,Steel Activity: production per capita,IT,2018,historic,0.404634276,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1990,historic,0.312263764,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1991,historic,0.287550607,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1992,historic,0.282212679,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1993,historic,0.288617028,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1994,historic,0.299255352,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1995,historic,0.303871131,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1996,historic,0.309600736,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1997,historic,0.317301536,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1998,historic,0.295932451,t product / cap
Industry Steel,Steel Activity: production per capita,GB,1999,historic,0.277574094,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2000,historic,0.254882902,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2001,historic,0.226694011,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2002,historic,0.194307688,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2003,historic,0.220418911,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2004,historic,0.229916603,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2005,historic,0.219594249,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2006,historic,0.228613499,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2007,historic,0.234191084,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2008,historic,0.217564758,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2009,historic,0.160348861,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2010,historic,0.15297919,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2011,historic,0.148043173,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2012,historic,0.148455214,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2013,historic,0.182468049,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2014,historic,0.183933561,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2015,historic,0.165604142,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2016,historic,0.115160012,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2017,historic,0.112267197,t product / cap
Industry Steel,Steel Activity: production per capita,GB,2018,historic,0.109508111,t product / cap
Industry Steel,Steel Activity: production per capita,World,1990,historic,0.144620909,t product / cap
Industry Steel,Steel Activity: production per capita,World,1991,historic,0.135491833,t product / cap
Industry Steel,Steel Activity: production per capita,World,1992,historic,0.13089789,t product / cap
Industry Steel,Steel Activity: production per capita,World,1993,historic,0.13035139,t product / cap
Industry Steel,Steel Activity: production per capita,World,1994,historic,0.128039332,t product / cap
Industry Steel,Steel Activity: production per capita,World,1995,historic,0.131121009,t product / cap
Industry Steel,Steel Activity: production per capita,World,1996,historic,0.128927713,t product / cap
Industry Steel,Steel Activity: production per capita,World,1997,historic,0.135452633,t product / cap
Industry Steel,Steel Activity: production per capita,World,1998,historic,0.130081839,t product / cap
Industry Steel,Steel Activity: production per capita,World,1999,historic,0.130306539,t product / cap
Industry Steel,Steel Activity: production per capita,World,2000,historic,0.138360946,t product / cap
Industry Steel,Steel Activity: production per capita,World,2001,historic,0.136924982,t product / cap
Industry Steel,Steel Activity: production per capita,World,2002,historic,0.143612792,t product / cap
Industry Steel,Steel Activity: production per capita,World,2003,historic,0.152152385,t product / cap
Industry Steel,Steel Activity: production per capita,World,2004,historic,0.164462392,t product / cap
Industry Steel,Steel Activity: production per capita,World,2005,historic,0.175480351,t product / cap
Industry Steel,Steel Activity: production per capita,World,2006,historic,0.188741373,t product / cap
Industry Steel,Steel Activity: production per capita,World,2007,historic,0.201042978,t product / cap
Industry Steel,Steel Activity: production per capita,World,2008,historic,0.19788055,t product / cap
Industry Steel,Steel Activity: production per capita,World,2009,historic,0.180240239,t product / cap
Industry Steel,Steel Activity: production per capita,World,2010,historic,0.20604696,t product / cap
Industry Steel,Steel Activity: production per capita,World,2011,historic,0.218429274,t product / cap
Industry Steel,Steel Activity: production per capita,World,2012,historic,0.218940372,t product / cap
Industry Steel,Steel Activity: production per capita,World,2013,historic,0.22888419,t product / cap
Industry Steel,Steel Activity: production per capita,World,2014,historic,0.228827545,t product / cap
Industry Steel,Steel Activity: production per capita,World,2015,historic,0.219543132,t product / cap
Industry Steel,Steel Activity: production per capita,World,2016,historic,0.217999577,t product / cap
Industry Steel,Steel Activity: production per capita,World,2017,historic,0.229180565,t product / cap
Industry Steel,Steel Activity: production per capita,World,2018,historic,0.23452475,t product / cap
Industry Steel,Steel emissions intensity (per product),AU,1990,historic,2380.356034,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,1991,historic,2489.088076,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,1992,historic,2351.242828,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,1993,historic,2024.577124,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,1994,historic,2052.185197,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,1995,historic,2125.085294,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,1996,historic,2146.481153,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,1997,historic,2034.151108,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,1998,historic,2006.833741,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,1999,historic,2236.80962,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2000,historic,2367.668137,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2001,historic,2390.755856,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2002,historic,2281.466513,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2003,historic,2023.504002,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2004,historic,2176.319099,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2005,historic,1938.09276,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2006,historic,1863.222419,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2007,historic,1906.711891,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2008,historic,2005.097559,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2009,historic,2490.904313,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2010,historic,2031.401931,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2011,historic,2268.824739,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),AU,2012,historic,2369.208375,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1990,historic,1391.558675,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1991,historic,1437.039849,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1992,historic,1393.485816,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1993,historic,1304.513026,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1994,historic,1334.65313,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1995,historic,1306.231413,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1996,historic,1289.987941,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1997,historic,1227.173172,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1998,historic,1241.600302,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,1999,historic,1241.699739,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2000,historic,1222.401461,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2001,historic,1209.60593,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2002,historic,1180.402556,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2003,historic,1154.016535,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2004,historic,1142.420931,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2005,historic,1163.324785,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2006,historic,1229.405864,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2007,historic,1224.765021,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2008,historic,1220.691457,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2009,historic,1481.091771,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2010,historic,1210.39606,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2011,historic,1308.340747,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2012,historic,1268.150439,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2013,historic,1196.761913,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2014,historic,1283.947949,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2015,historic,1251.431867,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),CA,2016,historic,1277.092905,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1990,historic,1777.646482,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1991,historic,1745.055721,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1992,historic,1688.447818,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1993,historic,1621.272994,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1994,historic,1613.924003,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1995,historic,1607.11609,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1996,historic,1623.195881,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1997,historic,1553.877096,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1998,historic,1509.636154,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,1999,historic,1479.295623,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,2012,historic,1206.753861,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,2013,historic,1217.780973,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,2014,historic,1197.123538,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,2015,historic,1234.427683,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),EU,2016,historic,1208.711148,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1990,historic,1745.323774,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1991,historic,1701.135276,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1992,historic,1820.062058,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1993,historic,1765.459169,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1994,historic,1833.540395,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1995,historic,1777.316956,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1996,historic,1853.289874,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1997,historic,1767.560983,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1998,historic,1858.215123,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,1999,historic,1905.672937,kg CO2 / t product
Industry Steel,Steel emissions intensity (per product),JP,2000,historic,1773.909088,kg CO2 / t product
